"","Type","SumCounts","Floss"
"ENSACAT00000011556.3","mRNA",3,0.46266121
"ENSACAT00000011115.3","mRNA",795,0.08603849
"ENSACAT00000011422.3","mRNA",157,0.187339345
"ENSACAT00000012005.3","mRNA",35,0.19204141
"ENSACAT00000030682.1","mRNA",49,0.18715181
"ENSACAT00000011426.3","mRNA",35,0.12821276
"ENSACAT00000011560.3","mRNA",0,0.50000021
"ENSACAT00000011805.3","mRNA",1741,0.051913925
"ENSACAT00000011827.3","mRNA",3,0.63466121
"ENSACAT00000026777.1","mRNA",156,0.35261016
"ENSACAT00000012006.1","mRNA",273,0.093712705
"ENSACAT00000012102.3","mRNA",372,0.06652915
"ENSACAT00000012110.3","mRNA",102,0.26658251
"ENSACAT00000029299.1","mRNA",0,0.50000021
"ENSACAT00000012123.3","mRNA",29,0.19105606
"ENSACAT00000000637.3","mRNA",1,0.70081021
"ENSACAT00000025736.2","mRNA",0,0.50000021
"ENSACAT00000030386.1","mRNA",0,0.50000021
"ENSACAT00000006827.3","mRNA",120,0.28754401
"ENSACAT00000006743.3","mRNA",0,0.50000021
"ENSACAT00000006644.3","mRNA",175,0.060918965
"ENSACAT00000006563.3","mRNA",24,0.11525291
"ENSACAT00000006402.3","mRNA",192,0.06369969
"ENSACAT00000006336.2","mRNA",323,0.06320584
"ENSACAT00000006071.3","mRNA",285,0.10650914
"ENSACAT00000006885.3","mRNA",0,0.50000021
"ENSACAT00000006749.3","mRNA",227,0.138764275
"ENSACAT00000006622.3","mRNA",0,0.50000021
"ENSACAT00000006605.3","mRNA",97,0.17843484
"ENSACAT00000027497.1","mRNA",1,0.87281021
"ENSACAT00000006365.3","mRNA",15,0.53947721
"ENSACAT00000006351.3","mRNA",18,0.37916001
"ENSACAT00000006106.3","mRNA",396,0.334648285
"ENSACAT00000006081.2","mRNA",49,0.24156859
"ENSACAT00000006022.3","mRNA",47,0.13121451
"ENSACAT00000005975.3","mRNA",163,0.136696325
"ENSACAT00000005927.3","mRNA",260,0.081082035
"ENSACAT00000005863.3","mRNA",1020,0.13454499
"ENSACAT00000005828.2","mRNA",3,0.51254521
"ENSACAT00000012800.3","mRNA",41,0.22749826
"ENSACAT00000027996.2","mRNA",355,0.05799839
"ENSACAT00000002433.3","mRNA",564,0.10723064
"ENSACAT00000002298.1","mRNA",77,0.11079231
"ENSACAT00000012648.2","mRNA",2018,0.09791274
"ENSACAT00000012569.3","mRNA",1712,0.061529895
"ENSACAT00000012400.3","mRNA",27,0.21891754
"ENSACAT00000012719.3","mRNA",9,0.51171801
"ENSACAT00000012673.3","mRNA",0,0.50000021
"ENSACAT00000000959.3","mRNA",195,0.142817105
"ENSACAT00000002764.2","mRNA",13,0.23798251
"ENSACAT00000002242.3","mRNA",97,0.10833136
"ENSACAT00000001190.2","mRNA",3,0.51254521
"ENSACAT00000030764.1","mRNA",230,0.133395015
"ENSACAT00000000476.3","mRNA",95,0.22154909
"ENSACAT00000000490.3","mRNA",48,0.22087841
"ENSACAT00000029734.1","mRNA",179,0.13958429
"ENSACAT00000002793.3","mRNA",62,0.22309401
"ENSACAT00000002750.3","mRNA",244,0.0863555
"ENSACAT00000023354.1","mRNA",213,0.03818254
"ENSACAT00000002564.3","mRNA",1125,0.06090986
"ENSACAT00000002382.2","mRNA",148,0.06614519
"ENSACAT00000002375.3","mRNA",6,0.19680281
"ENSACAT00000002318.2","mRNA",232,0.21884064
"ENSACAT00000027068.2","mRNA",151,0.29691306
"ENSACAT00000002301.3","mRNA",149,0.30580241
"ENSACAT00000002270.2","mRNA",126,0.11311239
"ENSACAT00000022516.1","mRNA",123,0.10710809
"ENSACAT00000002244.3","mRNA",333,0.12613861
"ENSACAT00000028630.1","mRNA",7,0.60161881
"ENSACAT00000029714.1","mRNA",127,0.18423689
"ENSACAT00000001827.3","mRNA",54,0.09473021
"ENSACAT00000001768.3","mRNA",0,0.50000021
"ENSACAT00000001658.2","mRNA",31,0.24358536
"ENSACAT00000026436.2","mRNA",2,0.57358621
"ENSACAT00000001651.3","mRNA",728,0.085291405
"ENSACAT00000029881.1","mRNA",50,0.14637979
"ENSACAT00000001443.3","mRNA",38,0.10105381
"ENSACAT00000001438.2","mRNA",258,0.143387725
"ENSACAT00000001435.2","mRNA",301,0.18986873
"ENSACAT00000001382.3","mRNA",371,0.08397319
"ENSACAT00000001285.3","mRNA",148,0.30366346
"ENSACAT00000001271.3","mRNA",441,0.0686829
"ENSACAT00000029923.1","mRNA",34,0.33607441
"ENSACAT00000001245.2","mRNA",34,0.33607441
"ENSACAT00000001075.3","mRNA",122,0.16849705
"ENSACAT00000029127.1","mRNA",128,0.28536641
"ENSACAT00000003019.3","mRNA",71,0.32351421
"ENSACAT00000029786.1","mRNA",505,0.12984104
"ENSACAT00000029151.1","mRNA",66,0.20117814
"ENSACAT00000003014.3","mRNA",1078,0.09215878
"ENSACAT00000002754.3","mRNA",22,0.14974649
"ENSACAT00000017587.3","mRNA",7,0.46266121
"ENSACAT00000000333.3","mRNA",410,0.04685601
"ENSACAT00000012983.3","mRNA",822,0.07796249
"ENSACAT00000012510.3","mRNA",21,0.29963926
"ENSACAT00000012894.3","mRNA",42,0.27178914
"ENSACAT00000012516.3","mRNA",53,0.16337731
"ENSACAT00000029336.1","mRNA",38,0.21360901
"ENSACAT00000012408.3","mRNA",0,0.50000021
"ENSACAT00000026251.1","mRNA",0,0.50000021
"ENSACAT00000030405.1","mRNA",69,0.18011141
"ENSACAT00000012707.3","mRNA",656,0.12006657
"ENSACAT00000012440.2","mRNA",36,0.13893889
"ENSACAT00000007890.2","mRNA",133,0.08486441
"ENSACAT00000007810.3","mRNA",67,0.15385771
"ENSACAT00000007757.3","mRNA",605,0.08250539
"ENSACAT00000011810.2","mRNA",129,0.07284549
"ENSACAT00000012482.3","mRNA",251,0.11602503
"ENSACAT00000012555.3","mRNA",64,0.20093521
"ENSACAT00000008049.3","mRNA",106,0.11689117
"ENSACAT00000007993.3","mRNA",150,0.10695216
"ENSACAT00000027435.2","mRNA",0,0.50000021
"ENSACAT00000007816.3","mRNA",1,0.81173521
"ENSACAT00000029379.1","mRNA",71,0.27767506
"ENSACAT00000007808.3","mRNA",849,0.123412245
"ENSACAT00000007723.3","mRNA",0,0.50000021
"ENSACAT00000007720.3","mRNA",9,0.37275991
"ENSACAT00000028644.1","mRNA",0,0.50000021
"ENSACAT00000011287.2","mRNA",1,0.70081021
"ENSACAT00000011322.3","mRNA",49,0.15938836
"ENSACAT00000011591.2","mRNA",345,0.183455765
"ENSACAT00000011595.2","mRNA",737,0.17449349
"ENSACAT00000022315.2","mRNA",43,0.21861501
"ENSACAT00000025918.1","mRNA",0,0.50000021
"ENSACAT00000011651.3","mRNA",2,0.70081021
"ENSACAT00000011732.3","mRNA",442,0.048990265
"ENSACAT00000011734.2","mRNA",473,0.21520058
"ENSACAT00000030321.1","mRNA",1,0.70081021
"ENSACAT00000011755.2","mRNA",1,0.70081021
"ENSACAT00000011812.2","mRNA",20,0.41185121
"ENSACAT00000011867.2","mRNA",36,0.20420744
"ENSACAT00000012217.3","mRNA",140,0.10099784
"ENSACAT00000028359.1","mRNA",1,0.70081021
"ENSACAT00000012221.2","mRNA",3822,0.071486515
"ENSACAT00000012321.3","mRNA",650,0.05247884
"ENSACAT00000030332.1","mRNA",1220,0.17974288
"ENSACAT00000002406.3","mRNA",100,0.40281021
"ENSACAT00000025810.1","mRNA",108,0.10272487
"ENSACAT00000010314.2","mRNA",108,0.11198417
"ENSACAT00000002099.3","mRNA",209,0.12278009
"ENSACAT00000012523.3","mRNA",384,0.14507776
"ENSACAT00000010266.2","mRNA",23,0.24851441
"ENSACAT00000029485.1","mRNA",0,0.50000021
"ENSACAT00000002165.3","mRNA",2380,0.22713529
"ENSACAT00000002235.2","mRNA",32,0.14096741
"ENSACAT00000012380.3","mRNA",0,0.50000021
"ENSACAT00000012396.3","mRNA",2,0.81173521
"ENSACAT00000012444.3","mRNA",0,0.50000021
"ENSACAT00000012713.3","mRNA",264,0.12676729
"ENSACAT00000012781.3","mRNA",3,0.46266121
"ENSACAT00000012255.2","mRNA",74,0.15093231
"ENSACAT00000012269.3","mRNA",9,0.40143371
"ENSACAT00000030049.1","mRNA",0,0.50000021
"ENSACAT00000027669.1","mRNA",0,0.50000021
"ENSACAT00000012238.3","mRNA",96,0.23891344
"ENSACAT00000014834.3","mRNA",17,0.27664796
"ENSACAT00000029200.1","mRNA",23,0.25567861
"ENSACAT00000014840.2","mRNA",6,0.58535381
"ENSACAT00000012897.3","mRNA",325,0.06390094
"ENSACAT00000013089.2","mRNA",1779,0.05886324
"ENSACAT00000013111.3","mRNA",24,0.26185106
"ENSACAT00000013149.3","mRNA",28,0.29130324
"ENSACAT00000030168.1","mRNA",758,0.043385405
"ENSACAT00000012662.3","mRNA",133,0.09186061
"ENSACAT00000029316.1","mRNA",1394,0.03762196
"ENSACAT00000012991.3","mRNA",2907,0.08461258
"ENSACAT00000012782.3","mRNA",3,0.41335331
"ENSACAT00000012802.2","mRNA",15,0.31254381
"ENSACAT00000012245.2","mRNA",123,0.12646531
"ENSACAT00000012295.3","mRNA",24,0.28171726
"ENSACAT00000011249.3","mRNA",1240,0.02254414
"ENSACAT00000012368.3","mRNA",0,0.50000021
"ENSACAT00000012425.3","mRNA",804,0.084597925
"ENSACAT00000012547.3","mRNA",126,0.057561155
"ENSACAT00000012626.3","mRNA",816,0.19230491
"ENSACAT00000012690.3","mRNA",74,0.21772109
"ENSACAT00000012715.1","mRNA",11,0.33547071
"ENSACAT00000012813.3","mRNA",252,0.109148305
"ENSACAT00000022435.2","mRNA",1,0.96032141
"ENSACAT00000012880.3","mRNA",224,0.211766665
"ENSACAT00000013002.3","mRNA",37,0.18822066
"ENSACAT00000013017.2","mRNA",19,0.40519801
"ENSACAT00000013118.3","mRNA",3,0.51254521
"ENSACAT00000013188.3","mRNA",1,0.76185121
"ENSACAT00000029778.1","mRNA",0,0.50000021
"ENSACAT00000013276.3","mRNA",0,0.50000021
"ENSACAT00000029489.1","mRNA",0,0.50000021
"ENSACAT00000026917.1","mRNA",0,0.50000021
"ENSACAT00000004146.3","mRNA",1020,0.057038435
"ENSACAT00000004556.3","mRNA",0,0.50000021
"ENSACAT00000004495.2","mRNA",160,0.08617501
"ENSACAT00000003914.3","mRNA",187,0.28249041
"ENSACAT00000022149.1","mRNA",0,0.50000021
"ENSACAT00000030088.1","mRNA",0,0.50000021
"ENSACAT00000024826.2","mRNA",3,0.77361881
"ENSACAT00000003939.3","mRNA",156,0.11225281
"ENSACAT00000022175.2","mRNA",0,0.50000021
"ENSACAT00000029293.1","mRNA",0,0.50000021
"ENSACAT00000025070.1","mRNA",0,0.50000021
"ENSACAT00000003691.3","mRNA",28,0.29756541
"ENSACAT00000003917.3","mRNA",62,0.09130409
"ENSACAT00000003524.3","mRNA",0,0.50000021
"ENSACAT00000003539.3","mRNA",0,0.50000021
"ENSACAT00000003583.2","mRNA",428,0.129648635
"ENSACAT00000003610.3","mRNA",43,0.12402901
"ENSACAT00000003613.3","mRNA",562,0.11543523
"ENSACAT00000003644.2","mRNA",356,0.387470015
"ENSACAT00000026491.2","mRNA",2359,0.03463813
"ENSACAT00000029755.1","mRNA",0,0.50000021
"ENSACAT00000030794.1","mRNA",0,0.50000021
"ENSACAT00000029679.1","mRNA",0,0.50000021
"ENSACAT00000012111.3","mRNA",541,0.069921165
"ENSACAT00000010899.3","mRNA",174,0.15775499
"ENSACAT00000011128.3","mRNA",0,0.50000021
"ENSACAT00000011220.3","mRNA",217,0.09687456
"ENSACAT00000011597.3","mRNA",0,0.50000021
"ENSACAT00000012015.3","mRNA",472,0.088991895
"ENSACAT00000010239.3","mRNA",2,0.76185121
"ENSACAT00000010569.3","mRNA",3,0.63466121
"ENSACAT00000010827.2","mRNA",0,0.50000021
"ENSACAT00000010970.3","mRNA",0,0.50000021
"ENSACAT00000011096.3","mRNA",12,0.35161866
"ENSACAT00000030400.1","mRNA",1,0.87281021
"ENSACAT00000011228.1","mRNA",45,0.32713509
"ENSACAT00000011237.1","mRNA",12,0.37921066
"ENSACAT00000011923.2","mRNA",18,0.28964791
"ENSACAT00000011959.3","mRNA",12,0.28013666
"ENSACAT00000029338.1","mRNA",0,0.50000021
"ENSACAT00000012074.2","mRNA",367,0.12655784
"ENSACAT00000012161.2","mRNA",1646,0.16513649
"ENSACAT00000001055.3","mRNA",0,0.50000021
"ENSACAT00000001022.3","mRNA",8873,0.12801354
"ENSACAT00000000916.2","mRNA",23,0.29727091
"ENSACAT00000014163.3","mRNA",13,0.41977411
"ENSACAT00000026496.2","mRNA",1,0.70081021
"ENSACAT00000006079.2","mRNA",77,0.28325451
"ENSACAT00000006153.3","mRNA",11,0.26628066
"ENSACAT00000029458.1","mRNA",0,0.50000021
"ENSACAT00000014186.3","mRNA",488,0.2105712
"ENSACAT00000003258.2","mRNA",3,0.33547071
"ENSACAT00000002231.3","mRNA",243,0.16209761
"ENSACAT00000002315.3","mRNA",364,0.126419155
"ENSACAT00000002335.2","mRNA",0,0.50000021
"ENSACAT00000002509.2","mRNA",6,0.46266121
"ENSACAT00000002926.2","mRNA",18,0.11749581
"ENSACAT00000002985.3","mRNA",1044,0.04498304
"ENSACAT00000003038.3","mRNA",245,0.26323216
"ENSACAT00000003084.2","mRNA",208,0.089779415
"ENSACAT00000003089.1","mRNA",0,0.50000021
"ENSACAT00000003128.3","mRNA",145,0.12499099
"ENSACAT00000003151.3","mRNA",892,0.25455996
"ENSACAT00000003175.2","mRNA",9,0.40075851
"ENSACAT00000003209.3","mRNA",49,0.09843741
"ENSACAT00000003214.3","mRNA",69,0.19534159
"ENSACAT00000029232.1","mRNA",245,0.15225084
"ENSACAT00000003297.3","mRNA",0,0.50000021
"ENSACAT00000003303.2","mRNA",0,0.50000021
"ENSACAT00000013984.3","mRNA",128,0.10841654
"ENSACAT00000014140.3","mRNA",187,0.041239715
"ENSACAT00000014178.3","mRNA",61,0.11573479
"ENSACAT00000030113.1","mRNA",0,0.50000021
"ENSACAT00000004423.3","mRNA",0,0.50000021
"ENSACAT00000014188.2","mRNA",3,0.51254521
"ENSACAT00000014236.3","mRNA",1201,0.07398333
"ENSACAT00000014302.2","mRNA",225,0.10810114
"ENSACAT00000014423.3","mRNA",1132,0.074061245
"ENSACAT00000003562.2","mRNA",2,0.77361881
"ENSACAT00000012661.3","mRNA",331,0.18072566
"ENSACAT00000012475.3","mRNA",97,0.08887154
"ENSACAT00000012385.3","mRNA",186,0.15954141
"ENSACAT00000012103.3","mRNA",0,0.50000021
"ENSACAT00000014819.3","mRNA",884,0.01292064
"ENSACAT00000014791.3","mRNA",246,0.02363654
"ENSACAT00000014518.2","mRNA",814,0.09849379
"ENSACAT00000014468.3","mRNA",0,0.50000021
"ENSACAT00000012579.3","mRNA",1,0.96032141
"ENSACAT00000012398.3","mRNA",318,0.101473785
"ENSACAT00000008152.3","mRNA",1,0.70081021
"ENSACAT00000011821.3","mRNA",254,0.08141625
"ENSACAT00000025899.2","mRNA",282,0.07989259
"ENSACAT00000011708.2","mRNA",0,0.50000021
"ENSACAT00000011815.3","mRNA",168,0.16452879
"ENSACAT00000011774.3","mRNA",2951,0.07952022
"ENSACAT00000030574.1","mRNA",42,0.20418784
"ENSACAT00000011658.3","mRNA",56,0.14466364
"ENSACAT00000015277.3","mRNA",0,0.50000021
"ENSACAT00000015240.2","mRNA",0,0.50000021
"ENSACAT00000015199.3","mRNA",673,0.06329699
"ENSACAT00000015122.3","mRNA",1159,0.07300446
"ENSACAT00000030427.1","mRNA",0,0.50000021
"ENSACAT00000022570.1","mRNA",0,0.50000021
"ENSACAT00000027624.1","mRNA",0,0.50000021
"ENSACAT00000026717.2","mRNA",314,0.06790376
"ENSACAT00000010714.3","mRNA",31,0.14684476
"ENSACAT00000001036.3","mRNA",5,0.47286641
"ENSACAT00000013278.2","mRNA",115,0.15926691
"ENSACAT00000013281.2","mRNA",1,0.87281021
"ENSACAT00000013334.2","mRNA",2829,0.18796659
"ENSACAT00000008430.3","mRNA",39,0.20630944
"ENSACAT00000026057.1","mRNA",34,0.16920536
"ENSACAT00000008609.2","mRNA",26,0.30313816
"ENSACAT00000008613.2","mRNA",629,0.17002594
"ENSACAT00000008668.3","mRNA",31,0.21878166
"ENSACAT00000010758.3","mRNA",42,0.15295461
"ENSACAT00000001741.3","mRNA",21,0.26164891
"ENSACAT00000028808.2","mRNA",0,0.50000021
"ENSACAT00000005442.3","mRNA",101,0.23662629
"ENSACAT00000029433.1","mRNA",1,0.90080881
"ENSACAT00000027663.2","mRNA",146,0.09225141
"ENSACAT00000000598.3","mRNA",947,0.09042233
"ENSACAT00000000785.3","mRNA",187,0.10941781
"ENSACAT00000000787.3","mRNA",17,0.18538331
"ENSACAT00000000789.3","mRNA",11,0.41980031
"ENSACAT00000024597.2","mRNA",10,0.17439481
"ENSACAT00000000941.3","mRNA",9,0.35121171
"ENSACAT00000001603.3","mRNA",814,0.107729595
"ENSACAT00000011437.3","mRNA",76,0.19807881
"ENSACAT00000030341.1","mRNA",80,0.12216121
"ENSACAT00000012958.2","mRNA",18,0.34505101
"ENSACAT00000030247.1","mRNA",11,0.31751081
"ENSACAT00000027387.1","mRNA",5,0.33547121
"ENSACAT00000023961.1","mRNA",7,0.19261371
"ENSACAT00000022049.1","mRNA",2,0.70081021
"ENSACAT00000011743.2","mRNA",49,0.12100316
"ENSACAT00000030704.1","mRNA",26,0.32058221
"ENSACAT00000024414.1","mRNA",3,0.87281021
"ENSACAT00000012881.2","mRNA",1358,0.145092945
"ENSACAT00000027430.1","mRNA",16,0.24725001
"ENSACAT00000026691.1","mRNA",31,0.22125246
"ENSACAT00000029129.1","mRNA",2,0.81173521
"ENSACAT00000023164.2","mRNA",1,0.76185121
"ENSACAT00000012902.3","mRNA",5,0.56528399
"ENSACAT00000030173.1","mRNA",63,0.21254756
"ENSACAT00000030899.1","mRNA",0,0.50000021
"ENSACAT00000016538.2","mRNA",28,0.37503259
"ENSACAT00000012898.2","mRNA",55,0.11912341
"ENSACAT00000012891.2","mRNA",0,0.50000021
"ENSACAT00000030859.1","mRNA",0,0.50000021
"ENSACAT00000023831.1","mRNA",7,0.22061231
"ENSACAT00000004635.2","mRNA",16,0.38466121
"ENSACAT00000030782.1","mRNA",0,0.50000021
"ENSACAT00000022158.1","mRNA",0,0.50000021
"ENSACAT00000026990.1","mRNA",3,0.57362021
"ENSACAT00000012906.2","mRNA",67,0.22203686
"ENSACAT00000028959.1","mRNA",14,0.23211021
"ENSACAT00000025007.2","mRNA",3,0.38535471
"ENSACAT00000030100.1","mRNA",3,0.63466121
"ENSACAT00000029670.1","mRNA",6,0.60161881
"ENSACAT00000028792.1","mRNA",9,0.49032181
"ENSACAT00000023274.2","mRNA",3,0.71254381
"ENSACAT00000022146.1","mRNA",1,0.70081021
"ENSACAT00000026328.1","mRNA",1,0.70081021
"ENSACAT00000012914.1","mRNA",2,0.76185121
"ENSACAT00000029578.1","mRNA",0,0.50000021
"ENSACAT00000022706.1","mRNA",2,0.63466121
"ENSACAT00000022197.1","mRNA",0,0.50000021
"ENSACAT00000026679.1","mRNA",0,0.50000021
"ENSACAT00000029254.1","mRNA",9,0.30907049
"ENSACAT00000012962.2","mRNA",4,0.41265981
"ENSACAT00000029454.1","mRNA",13,0.42712011
"ENSACAT00000029312.1","mRNA",6,0.46266121
"ENSACAT00000011934.3","mRNA",5,0.46266121
"ENSACAT00000027521.1","mRNA",15,0.40213631
"ENSACAT00000028522.1","mRNA",1,0.87281021
"ENSACAT00000028472.2","mRNA",8,0.22661881
"ENSACAT00000024314.2","mRNA",9,0.19113131
"ENSACAT00000022151.1","mRNA",7,0.35293351
"ENSACAT00000023448.1","mRNA",0,0.50000021
"ENSACAT00000006599.3","mRNA",0,0.50000021
"ENSACAT00000002105.3","mRNA",27,0.25636611
"ENSACAT00000026706.1","mRNA",0,0.50000021
"ENSACAT00000024855.1","mRNA",0,0.50000021
"ENSACAT00000008346.1","mRNA",10,0.41254521
"ENSACAT00000015901.3","mRNA",217,0.081053535
"ENSACAT00000015829.3","mRNA",171,0.12345406
"ENSACAT00000015765.2","mRNA",16,0.33535381
"ENSACAT00000030253.1","mRNA",0,0.50000021
"ENSACAT00000015764.3","mRNA",278,0.06673969
"ENSACAT00000005860.3","mRNA",74,0.20309046
"ENSACAT00000014442.3","mRNA",5245,0.1587795
"ENSACAT00000014224.3","mRNA",674,0.09082334
"ENSACAT00000014106.2","mRNA",241,0.09939122
"ENSACAT00000022436.2","mRNA",83,0.21214016
"ENSACAT00000014227.2","mRNA",150,0.122459225
"ENSACAT00000014138.2","mRNA",0,0.50000021
"ENSACAT00000014136.3","mRNA",134,0.17686564
"ENSACAT00000022172.1","mRNA",0,0.50000021
"ENSACAT00000022370.1","mRNA",0,0.50000021
"ENSACAT00000017111.3","mRNA",216,0.15041909
"ENSACAT00000017131.2","mRNA",5,0.18535381
"ENSACAT00000006305.3","mRNA",103,0.09412476
"ENSACAT00000006272.3","mRNA",31,0.13911001
"ENSACAT00000013952.2","mRNA",0,0.50000021
"ENSACAT00000017124.3","mRNA",120,0.10202186
"ENSACAT00000012199.2","mRNA",3,0.71254381
"ENSACAT00000006373.3","mRNA",40,0.22298101
"ENSACAT00000006331.3","mRNA",1015,0.042369875
"ENSACAT00000016194.3","mRNA",7,0.37694581
"ENSACAT00000000309.3","mRNA",39,0.15768686
"ENSACAT00000000589.3","mRNA",12,0.19639621
"ENSACAT00000000588.3","mRNA",39,0.23290666
"ENSACAT00000000274.3","mRNA",79,0.15355261
"ENSACAT00000000253.3","mRNA",914,0.20286564
"ENSACAT00000023016.1","mRNA",9446,0.30812891
"ENSACAT00000010781.3","mRNA",13,0.37084976
"ENSACAT00000027786.1","mRNA",0,0.50000021
"ENSACAT00000026185.1","mRNA",0,0.50000021
"ENSACAT00000025190.2","mRNA",11,0.34380651
"ENSACAT00000005288.2","mRNA",9,0.25235831
"ENSACAT00000021047.3","mRNA",0,0.50000021
"ENSACAT00000023932.2","mRNA",53,0.29973146
"ENSACAT00000005325.3","mRNA",18,0.21821501
"ENSACAT00000005155.3","mRNA",2498,0.13757499
"ENSACAT00000005148.3","mRNA",100,0.15452879
"ENSACAT00000005141.3","mRNA",153,0.13929519
"ENSACAT00000030241.1","mRNA",0,0.50000021
"ENSACAT00000005135.2","mRNA",2,0.87281021
"ENSACAT00000005131.2","mRNA",60,0.18765834
"ENSACAT00000005123.3","mRNA",2657,0.23204319
"ENSACAT00000005121.2","mRNA",0,0.50000021
"ENSACAT00000005096.2","mRNA",1,0.90080881
"ENSACAT00000004984.3","mRNA",96,0.25985651
"ENSACAT00000025743.1","mRNA",69,0.24335721
"ENSACAT00000004970.2","mRNA",12,0.39527371
"ENSACAT00000028296.1","mRNA",15,0.32713344
"ENSACAT00000025474.1","mRNA",33,0.28232331
"ENSACAT00000003322.3","mRNA",204,0.09618915
"ENSACAT00000003389.3","mRNA",97,0.10445334
"ENSACAT00000003684.3","mRNA",346,0.04565154
"ENSACAT00000003749.2","mRNA",1051,0.223543565
"ENSACAT00000003780.3","mRNA",19,0.26349241
"ENSACAT00000002954.2","mRNA",385,0.08995829
"ENSACAT00000024241.1","mRNA",0,0.50000021
"ENSACAT00000003353.3","mRNA",24,0.10971726
"ENSACAT00000003423.2","mRNA",694,0.06672499
"ENSACAT00000003484.3","mRNA",1808,0.08056209
"ENSACAT00000003566.3","mRNA",108,0.17176731
"ENSACAT00000003714.3","mRNA",33,0.20994961
"ENSACAT00000003752.3","mRNA",11,0.30085866
"ENSACAT00000021058.3","mRNA",316,0.10416918
"ENSACAT00000030688.1","mRNA",0,0.50000021
"ENSACAT00000017495.3","mRNA",17,0.24936641
"ENSACAT00000017477.3","mRNA",165,0.11306256
"ENSACAT00000017469.3","mRNA",1,0.76185121
"ENSACAT00000017428.3","mRNA",2,0.76185121
"ENSACAT00000017287.3","mRNA",4,0.51254521
"ENSACAT00000017171.3","mRNA",359,0.117955745
"ENSACAT00000017354.2","mRNA",0,0.50000021
"ENSACAT00000028313.1","mRNA",0,0.50000021
"ENSACAT00000017323.2","mRNA",1,0.87281021
"ENSACAT00000017321.3","mRNA",197,0.09138864
"ENSACAT00000017311.2","mRNA",9,0.55002041
"ENSACAT00000017306.1","mRNA",0,0.50000021
"ENSACAT00000017300.3","mRNA",138,0.17605112
"ENSACAT00000030006.1","mRNA",138,0.14932356
"ENSACAT00000017194.3","mRNA",347,0.14024591
"ENSACAT00000008181.3","mRNA",38,0.21822499
"ENSACAT00000007892.3","mRNA",9,0.42435831
"ENSACAT00000007667.3","mRNA",456,0.20053684
"ENSACAT00000030464.1","mRNA",2372,0.1084106
"ENSACAT00000007751.3","mRNA",2047,0.12042685
"ENSACAT00000007818.3","mRNA",2,0.90080881
"ENSACAT00000022044.1","mRNA",0,0.50000021
"ENSACAT00000007825.3","mRNA",7,0.71254381
"ENSACAT00000030304.1","mRNA",150,0.09890489
"ENSACAT00000007928.3","mRNA",180,0.09309789
"ENSACAT00000029413.1","mRNA",12,0.13883876
"ENSACAT00000025380.1","mRNA",3,0.81173521
"ENSACAT00000000207.2","mRNA",2443,0.28047583
"ENSACAT00000029861.1","mRNA",13,0.31490551
"ENSACAT00000000204.2","mRNA",13,0.31490551
"ENSACAT00000000194.2","mRNA",0,0.50000021
"ENSACAT00000000189.2","mRNA",183,0.19203862
"ENSACAT00000000181.3","mRNA",34,0.24783916
"ENSACAT00000000178.2","mRNA",1183,0.06307044
"ENSACAT00000000177.3","mRNA",4241,0.07973503
"ENSACAT00000029490.1","mRNA",26,0.28086976
"ENSACAT00000000166.3","mRNA",78,0.19234376
"ENSACAT00000000160.3","mRNA",78,0.27568686
"ENSACAT00000000155.2","mRNA",75,0.13890464
"ENSACAT00000000149.3","mRNA",343,0.03938347
"ENSACAT00000000130.3","mRNA",22,0.22705249
"ENSACAT00000029956.1","mRNA",5,0.48454521
"ENSACAT00000000115.2","mRNA",20,0.15752601
"ENSACAT00000000112.2","mRNA",0,0.50000021
"ENSACAT00000022484.1","mRNA",0,0.50000021
"ENSACAT00000000111.2","mRNA",0,0.50000021
"ENSACAT00000000110.2","mRNA",0,0.50000021
"ENSACAT00000026089.2","mRNA",2,0.46266121
"ENSACAT00000000109.2","mRNA",3,0.57362021
"ENSACAT00000028924.1","mRNA",19,0.30444381
"ENSACAT00000030589.1","mRNA",352,0.11216369
"ENSACAT00000000107.3","mRNA",185,0.21401216
"ENSACAT00000000106.3","mRNA",733,0.14189904
"ENSACAT00000000105.2","mRNA",34,0.08688126
"ENSACAT00000029262.1","mRNA",78,0.17836409
"ENSACAT00000026977.1","mRNA",17,0.61738549
"ENSACAT00000000101.2","mRNA",1536,0.066424565
"ENSACAT00000000099.3","mRNA",86,0.24188674
"ENSACAT00000000094.3","mRNA",4,0.44639621
"ENSACAT00000026895.2","mRNA",4,0.70081021
"ENSACAT00000012783.3","mRNA",150,0.13119669
"ENSACAT00000012359.2","mRNA",7,0.23627931
"ENSACAT00000030331.1","mRNA",8,0.33766121
"ENSACAT00000012810.3","mRNA",3,0.63466121
"ENSACAT00000030052.1","mRNA",45,0.15139801
"ENSACAT00000012543.3","mRNA",27,0.11995131
"ENSACAT00000012529.3","mRNA",6881,0.14668644
"ENSACAT00000012492.3","mRNA",100,0.22453019
"ENSACAT00000012453.2","mRNA",87,0.19464956
"ENSACAT00000012406.3","mRNA",11,0.37175216
"ENSACAT00000026426.1","mRNA",0,0.50000021
"ENSACAT00000030508.1","mRNA",0,0.50000021
"ENSACAT00000012173.3","mRNA",311,0.12396496
"ENSACAT00000030051.1","mRNA",270,0.121582255
"ENSACAT00000024027.1","mRNA",0,0.50000021
